epoch,lr,train_loss,train_iou,val_loss,val_iou,val_dice
30,9.875664641789545e-05,0.23347814491911892,0.7849124627109474,0.2598614500272252,0.7583398037323251,0.8580474247841804
31,9.867279130608441e-05,0.23300128953607552,0.7841742432303143,0.2517296956067625,0.7571782759652917,0.8572304422777147
32,9.858624225078841e-05,0.23557598046875355,0.7828786470642254,0.24644730327191292,0.7690015261002526,0.865522977861102
33,9.849700459076084e-05,0.22875045209458325,0.7866619394452232,0.2476261863294913,0.7677958299695288,0.8641465353640788
34,9.840508383060093e-05,0.23333513459751598,0.7868193763015756,0.2671840749335422,0.7455789968755979,0.8487967186794787
35,9.831048564041413e-05,0.23070888146481106,0.7875886016203263,0.2401583535883555,0.7752592193603701,0.8693988344035638
36,9.821321585546244e-05,0.22658014856971329,0.7894475717597541,0.2557889363816585,0.7578249583197098,0.8573684694932951
37,9.811328047580437e-05,0.2281710148190034,0.7923946408025289,0.28836017471076386,0.7358230911257839,0.8423283492284482
38,9.801068566592485e-05,0.2242907991418165,0.7922474729120891,0.25018312153104066,0.7712332357394129,0.8668898203935524
39,9.790543775435505e-05,0.2303267211608284,0.7882092616671298,0.2468676457046799,0.7617998423962253,0.8606654433821013
40,9.779754323328192e-05,0.22352900117857305,0.7930106528662584,0.24340326956893163,0.7748203603574815,0.8683826670534015
41,9.768700875814772e-05,0.2256830269851649,0.7962989309567744,0.2436666735249238,0.7773606821320744,0.8708361685371091
42,9.757384114723956e-05,0.22061084681727186,0.7965800232166055,0.2435576520956956,0.7676750551292038,0.8642217538996665
43,9.745804738126874e-05,0.22137984143203077,0.7937601835444235,0.2593033034250776,0.7561738259402178,0.8570943011558305
44,9.733963460294018e-05,0.21699840054746897,0.7976579782369302,0.2438142143729003,0.7629985926238632,0.8612723190881348
45,9.721861011651183e-05,0.2156200731055444,0.8002924069084922,0.2488546877933566,0.7672172657154546,0.8638824389764405
46,9.709498138734407e-05,0.2163197467429044,0.7974676894096286,0.23358799094171825,0.7840179586206809,0.8751679843484974
47,9.696875604143928e-05,0.21608250158870088,0.7988230391168235,0.2419233868980231,0.7684460030906471,0.8646219359824638
48,9.683994186497135e-05,0.21718326263600565,0.7984351084876113,0.2357574615053874,0.7800811558871135,0.8730214342556063
49,9.670854680380546e-05,0.21363346746752254,0.8014029181569373,0.2392094254714881,0.7733842383833577,0.8687863290669482
50,9.657457896300793e-05,0.2139719481195659,0.8018143971439252,0.23767347996000457,0.7785758783550055,0.8717945691172139
51,9.643804660634622e-05,0.21334391948680453,0.7999804293061796,0.23204877486034314,0.785995676825206,0.8764580987578221
52,9.629895815577918e-05,0.2089050810188609,0.8047514300381103,0.24059437701896746,0.7709410833381334,0.8669386235831658
53,9.615732219093765e-05,0.21217074200898742,0.8037703896560746,0.22521344756151174,0.7901637762102907,0.8791488896922831
54,9.601314744859506e-05,0.2084717076119437,0.80463546914107,0.24905209185241103,0.76338522725163,0.8618572942627379
55,9.586644282212868e-05,0.2113238907104088,0.8027231610374246,0.23518396358321902,0.7722351007995383,0.8674873644363911
56,9.571721736097089e-05,0.21037644253122761,0.802340702787018,0.2392815641768567,0.7738208146002882,0.869173425865275
57,9.556548027005106e-05,0.20887696244459614,0.8061797761794535,0.2353597810018483,0.7814831528625815,0.8737250778351296
58,9.541124090922772e-05,0.21091507510957222,0.8034536250937453,0.2329050288129605,0.7835444483975449,0.8748062786644313
59,9.525450879271115e-05,0.20206261248947519,0.8072525380483996,0.22428468674255433,0.7869285121350483,0.87733015353773
60,9.509529358847658e-05,0.206857759519359,0.8068204837049987,0.22912339520587108,0.7820115359009225,0.8740749721957277
61,9.493360511766779e-05,0.20520691673330216,0.8066933047747357,0.2277721109383624,0.7878141315349366,0.8784597608856423
62,9.476945335399126e-05,0.20320582586482555,0.8087527550998561,0.2353817657990889,0.782822930021785,0.8740825414491165
63,9.4602848423101e-05,0.20499513890995855,0.8090252065167145,0.2557755604192808,0.7574768076287978,0.8576423767937538
64,9.44338006019739e-05,0.20350827154838463,0.8072971456967746,0.23885624024996288,0.7839478948206114,0.8756076747629247
65,9.426232031827592e-05,0.2023314718974124,0.808910882221313,0.23579132545856907,0.7746514681545905,0.8693122498017289
66,9.408841814971865e-05,0.20110199600458145,0.80993444236694,0.2619685713678654,0.748665884501102,0.8524346046227637
67,9.391210482340701e-05,0.20362909262840634,0.8046389001935786,0.2359711359184173,0.7740220624430951,0.8684198940089158
68,9.37333912151775e-05,0.2001662688350589,0.8098577849764995,0.23928251132673148,0.7819100153113593,0.8737208568578065
69,9.355228834892728e-05,0.20238075372122477,0.8109399743028581,0.2308929065494679,0.7789005751687609,0.8721692184678
70,9.336880739593419e-05,0.19930705070827973,0.8105880267151262,0.23590164856919552,0.7792452832449029,0.8724727952499314
71,9.31829596741677e-05,0.20075125593456636,0.8119796034134417,0.22617818329462536,0.784605537363784,0.875761345305845
72,9.29947566475907e-05,0.20008664459100886,0.810423434893352,0.2266997597379012,0.7799334115339592,0.8725626914023726
73,9.28042099254524e-05,0.19837139685357813,0.8120722183476736,0.2231016753721768,0.7887896422688296,0.8781914013784717
